Código;Fundo;Data;Cota;Variação;Captação;Resgate;PL;Cotistas
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;28/03/2017;2,245509;0,04%;R$ 6.559.146,20;R$ 2.643.333,79;R$ 1.825.263.359,25;14.501
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;27/03/2017;2,244507;0,04%;R$ 4.657.558,67;R$ 2.937.559,72;R$ 1.820.534.818,82;14.455
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;24/03/2017;2,243511;0,04%;R$ 6.329.153,46;R$ 3.032.273,54;R$ 1.818.007.721,95;14.427
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;23/03/2017;2,242528;0,04%;R$ 6.136.014,34;R$ 2.843.986,96;R$ 1.813.915.722,83;14.386
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;22/03/2017;2,241531;0,05%;R$ 6.711.694,85;R$ 2.118.150,52;R$ 1.809.818.715,52;14.346
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;21/03/2017;2,240502;0,04%;R$ 4.961.596,16;R$ 3.868.857,76;R$ 1.804.396.463,00;14.303
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;20/03/2017;2,239515;0,04%;R$ 6.985.520,68;R$ 5.310.328,40;R$ 1.802.509.322,93;14.261
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;17/03/2017;2,23852;0,04%;R$ 3.612.369,30;R$ 2.951.343,65;R$ 1.800.033.951,61;14.224
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;16/03/2017;2,237529;0,04%;R$ 6.272.212,93;R$ 3.636.313,77;R$ 1.798.576.338,66;14.203
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;15/03/2017;2,236531;0,05%;R$ 5.133.990,05;R$ 5.246.133,29;R$ 1.795.139.401,20;14.171
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;14/03/2017;2,23541;0,04%;R$ 5.787.826,06;R$ 3.755.284,20;R$ 1.794.351.724,90;14.142
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;13/03/2017;2,23441;0,04%;R$ 5.583.753,70;R$ 7.287.240,96;R$ 1.791.517.398,70;14.089
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;10/03/2017;2,233421;0,04%;R$ 7.311.959,01;R$ 2.652.452,51;R$ 1.792.427.167,47;14.054
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;09/03/2017;2,232466;0,05%;R$ 6.685.546,82;R$ 3.653.254,86;R$ 1.787.003.221,24;14.024
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;08/03/2017;2,231397;0,04%;R$ 4.614.969,01;R$ 2.711.238,80;R$ 1.783.116.688,94;13.988
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;07/03/2017;2,230401;0,04%;R$ 5.654.279,19;R$ 3.279.642,28;R$ 1.780.417.902,55;13.962
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;06/03/2017;2,22941;0,04%;R$ 5.205.531,72;R$ 5.799.619,42;R$ 1.777.253.255,90;13.919
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;03/03/2017;2,22842;0,04%;R$ 20.809.053,78;R$ 4.485.374,08;R$ 1.777.057.867,71;13.899
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;02/03/2017;2,227447;0,05%;R$ 6.523.909,26;R$ 3.713.210,66;R$ 1.759.965.395,75;13.844
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;01/03/2017;2,226375;0,04%;R$ 4.891.764,87;R$ 6.887.149,01;R$ 1.756.309.035,00;13.793
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;24/02/2017;2,225423;0,04%;R$ 9.383.191,35;R$ 5.079.124,97;R$ 1.757.552.567,93;13.772
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;23/02/2017;2,224433;0,05%;R$ 5.767.508,11;R$ 3.217.915,26;R$ 1.752.468.553,88;13.721
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;22/02/2017;2,223395;0,05%;R$ 7.457.499,35;R$ 3.376.519,11;R$ 1.749.102.387,33;13.682
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;21/02/2017;2,222347;0,04%;R$ 6.700.482,74;R$ 3.149.012,08;R$ 1.744.198.890,00;13.638
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;20/02/2017;2,221352;0,05%;R$ 7.185.114,51;R$ 5.176.912,64;R$ 1.739.868.089,18;13.611
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;17/02/2017;2,220305;0,05%;R$ 5.860.078,17;R$ 2.475.109,20;R$ 1.737.040.775,47;13.577
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;16/02/2017;2,219266;0,05%;R$ 5.791.763,47;R$ 3.740.910,93;R$ 1.732.844.536,97;13.549
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;15/02/2017;2,218215;0,05%;R$ 7.175.779,56;R$ 3.681.325,01;R$ 1.729.974.016,22;13.519
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;14/02/2017;2,217145;0,05%;R$ 9.470.023,67;R$ 3.096.483,58;R$ 1.725.646.760,99;13.490
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;13/02/2017;2,216097;0,05%;R$ 7.556.576,59;R$ 3.580.524,61;R$ 1.718.460.555,96;13.457
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;10/02/2017;2,215048;0,05%;R$ 6.387.127,76;R$ 3.319.928,65;R$ 1.713.672.945,76;13.424
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;09/02/2017;2,213962;0,07%;R$ 5.587.204,58;R$ 3.706.991,50;R$ 1.709.767.067,14;13.387
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;08/02/2017;2,212503;0,05%;R$ 5.839.607,38;R$ 3.059.390,39;R$ 1.706.761.358,39;13.369
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;07/02/2017;2,211457;0,05%;R$ 5.597.547,42;R$ 6.649.776,13;R$ 1.703.175.588,18;13.323
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;06/02/2017;2,210412;0,05%;R$ 7.875.487,09;R$ 5.230.432,13;R$ 1.703.422.503,50;13.291
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;03/02/2017;2,209368;0,05%;R$ 6.567.128,04;R$ 2.267.608,71;R$ 1.699.974.155,47;13.264
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;02/02/2017;2,208332;0,05%;R$ 9.210.529,42;R$ 2.210.674,36;R$ 1.694.879.514,25;13.220
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;01/02/2017;2,207288;0,05%;R$ 7.329.945,47;R$ 3.270.693,56;R$ 1.687.081.706,46;13.174
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;31/01/2017;2,206206;0,05%;R$ 5.756.863,38;R$ 4.533.817,16;R$ 1.682.197.447,42;13.145
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;30/01/2017;2,205167;0,05%;R$ 7.120.577,81;R$ 5.225.021,47;R$ 1.680.182.757,04;13.132
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;27/01/2017;2,204128;0,02%;R$ 6.982.388,54;R$ 4.193.664,41;R$ 1.677.496.449,87;13.109
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;26/01/2017;2,20371;0,05%;R$ 9.320.742,34;R$ 3.821.063,61;R$ 1.674.390.128,11;13.073
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;25/01/2017;2,20266;0,05%;R$ 4.280.678,49;R$ 4.892.567,25;R$ 1.668.095.275,21;13.039
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;24/01/2017;2,201624;0,05%;R$ 7.231.690,98;R$ 2.588.291,26;R$ 1.667.922.304,27;13.003
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;23/01/2017;2,200586;0,05%;R$ 8.324.967,10;R$ 3.886.377,45;R$ 1.662.494.719,09;12.960
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;20/01/2017;2,199544;0,04%;R$ 8.691.926,20;R$ 2.226.638,07;R$ 1.657.271.024,08;12.933
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;19/01/2017;2,198606;0,05%;R$ 6.987.693,92;R$ 3.923.866,79;R$ 1.650.101.747,63;12.889
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;18/01/2017;2,197562;0,05%;R$ 7.084.697,25;R$ 5.372.954,19;R$ 1.646.255.831,52;12.827
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;17/01/2017;2,196519;0,05%;R$ 6.015.016,99;R$ 2.482.788,61;R$ 1.643.763.561,19;12.786
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;16/01/2017;2,195474;0,05%;R$ 8.907.841,40;R$ 3.777.818,13;R$ 1.639.450.989,24;12.746
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;13/01/2017;2,194445;0,05%;R$ 8.553.591,49;R$ 2.677.637,71;R$ 1.633.554.974,81;12.712
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;12/01/2017;2,193401;0,06%;R$ 7.979.066,64;R$ 2.864.132,10;R$ 1.626.904.659,00;12.666
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;11/01/2017;2,192012;0,05%;R$ 5.999.853,34;R$ 2.188.597,55;R$ 1.620.762.705,79;12.618
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;10/01/2017;2,190926;0,05%;R$ 6.782.476,48;R$ 3.148.197,08;R$ 1.616.150.355,99;12.576
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;09/01/2017;2,189886;0,05%;R$ 4.708.843,25;R$ 2.666.402,41;R$ 1.611.750.640,32;12.527
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;06/01/2017;2,188782;0,05%;R$ 7.234.569,61;R$ 2.401.221,59;R$ 1.608.896.689,02;12.498
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;05/01/2017;2,187704;0,05%;R$ 5.643.517,86;R$ 2.991.428,08;R$ 1.603.273.322,40;12.461
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;04/01/2017;2,186634;0,05%;R$ 9.666.872,90;R$ 2.562.431,92;R$ 1.599.838.374,15;12.423
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;03/01/2017;2,185466;0,05%;R$ 5.549.791,85;R$ 2.534.552,03;R$ 1.591.883.168,25;12.356
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;02/01/2017;2,18439;0,05%;R$ 8.640.593,43;R$ 4.014.285,21;R$ 1.588.085.660,21;12.315
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;30/12/2016;2,183305;0,05%;R$ 0,00;R$ 0,00;R$ 1.582.672.839,01;12.279
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;29/12/2016;2,182219;0,05%;R$ 8.531.970,60;R$ 5.154.837,26;R$ 1.581.885.600,08;12.279
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;28/12/2016;2,181143;0,05%;R$ 6.582.582,76;R$ 4.413.138,62;R$ 1.577.730.142,79;12.241
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;27/12/2016;2,180039;0,05%;R$ 3.694.884,99;R$ 3.465.331,11;R$ 1.574.763.218,89;12.222
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;26/12/2016;2,178951;0,05%;R$ 3.177.407,09;R$ 42.578.026,10;R$ 1.573.747.857,60;12.202
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;23/12/2016;2,17787;0,05%;R$ 6.058.504,31;R$ 2.120.200,93;R$ 1.612.348.178,01;12.194
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;22/12/2016;2,176784;0,05%;R$ 5.255.037,75;R$ 3.675.046,21;R$ 1.607.607.838,14;12.160
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;21/12/2016;2,175694;0,05%;R$ 5.877.328,02;R$ 3.219.500,23;R$ 1.605.223.647,30;12.132
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;20/12/2016;2,174612;0,05%;R$ 5.986.223,06;R$ 4.263.604,88;R$ 1.601.768.844,40;12.101
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;19/12/2016;2,173534;0,05%;R$ 8.935.461,09;R$ 5.412.077,30;R$ 1.599.253.051,47;12.081
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;16/12/2016;2,172469;0,05%;R$ 6.810.806,10;R$ 4.163.031,39;R$ 1.594.947.784,69;12.064
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;15/12/2016;2,171399;0,06%;R$ 7.421.443,44;R$ 3.865.757,37;R$ 1.591.515.759,65;12.035
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;14/12/2016;2,17019;0,05%;R$ 4.422.649,33;R$ 2.706.320,26;R$ 1.587.075.923,77;12.008
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;13/12/2016;2,169126;0,05%;R$ 5.809.017,63;R$ 2.752.996,34;R$ 1.584.582.325,91;11.991
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;12/12/2016;2,168048;0,05%;R$ 6.296.378,97;R$ 4.259.668,62;R$ 1.580.740.327,36;11.968
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;09/12/2016;2,166999;0,05%;R$ 6.142.512,84;R$ 4.476.103,33;R$ 1.577.939.769,80;11.964
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;08/12/2016;2,16595;0,05%;R$ 4.508.053,62;R$ 2.256.147,05;R$ 1.575.510.319,30;11.948
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;07/12/2016;2,164832;0,06%;R$ 6.277.856,88;R$ 3.578.067,78;R$ 1.572.446.343,48;11.929
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;06/12/2016;2,163599;0,05%;R$ 10.210.384,55;R$ 3.895.243,21;R$ 1.568.852.491,60;11.916
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;05/12/2016;2,16253;0,05%;R$ 7.292.284,67;R$ 4.715.242,64;R$ 1.561.765.326,04;11.891
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;02/12/2016;2,161483;0,04%;R$ 5.823.163,13;R$ 4.027.742,77;R$ 1.558.433.396,21;11.878
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;01/12/2016;2,160514;0,05%;R$ 5.962.110,77;R$ 3.895.258,23;R$ 1.555.940.130,81;11.843
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;30/11/2016;2,159382;0,05%;R$ 4.115.348,80;R$ 12.106.592,57;R$ 1.553.059.128,22;11.806
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;29/11/2016;2,1583;0,05%;R$ 3.735.264,06;R$ 3.822.165,56;R$ 1.560.268.178,40;11.787
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;28/11/2016;2,157196;0,05%;R$ 7.220.090,36;R$ 3.853.205,35;R$ 1.559.556.937,79;11.767
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;25/11/2016;2,1561;0,09%;R$ 5.797.626,43;R$ 2.951.216,57;R$ 1.555.399.405,17;11.750
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;24/11/2016;2,154233;0,05%;R$ 5.831.350,59;R$ 2.291.070,64;R$ 1.551.208.616,69;11.721
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;23/11/2016;2,153114;0,05%;R$ 5.232.665,97;R$ 3.148.025,97;R$ 1.546.864.412,94;11.698
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;22/11/2016;2,152014;0,05%;R$ 6.507.176,72;R$ 2.938.666,50;R$ 1.543.990.564,27;11.675
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;21/11/2016;2,150925;0,05%;R$ 5.170.381,59;R$ 3.359.359,26;R$ 1.539.642.543,30;11.652
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;18/11/2016;2,149853;0,05%;R$ 6.535.634,56;R$ 2.898.980,74;R$ 1.537.065.081,87;11.629
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;17/11/2016;2,148839;0,05%;R$ 6.582.707,78;R$ 3.879.699,26;R$ 1.532.705.171,74;11.594
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;16/11/2016;2,147749;0,05%;R$ 5.599.658,22;R$ 3.403.631,80;R$ 1.529.226.069,55;11.568
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;14/11/2016;2,146666;0,05%;R$ 5.518.760,47;R$ 4.047.774,09;R$ 1.526.260.041,08;11.533
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;11/11/2016;2,145548;0,05%;R$ 4.038.185,58;R$ 3.566.403,16;R$ 1.523.994.934,05;11.509
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;10/11/2016;2,144395;0,05%;R$ 4.830.508,50;R$ 4.274.124,19;R$ 1.522.704.423,54;11.494
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;09/11/2016;2,143252;0,05%;R$ 4.761.762,49;R$ 2.888.863,54;R$ 1.521.336.708,73;11.479
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;08/11/2016;2,142165;0,05%;R$ 6.241.079,24;R$ 3.556.892,96;R$ 1.518.693.179,22;11.465
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;07/11/2016;2,14108;0,05%;R$ 3.220.695,48;R$ 5.158.257,62;R$ 1.515.241.139,96;11.433
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;04/11/2016;2,139995;0,05%;R$ 5.111.797,71;R$ 3.652.716,59;R$ 1.516.409.867,81;11.430
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;03/11/2016;2,138903;0,05%;R$ 7.606.755,41;R$ 3.927.873,28;R$ 1.514.177.736,05;11.408
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;01/11/2016;2,137783;0,05%;R$ 5.549.506,67;R$ 3.900.059,71;R$ 1.509.707.908,02;11.392
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;31/10/2016;2,136686;0,05%;R$ 4.411.189,73;R$ 9.937.901,37;R$ 1.507.284.604,06;11.362
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;28/10/2016;2,135547;0,06%;R$ 5.116.944,82;R$ 3.024.879,29;R$ 1.512.004.884,86;11.351
12836;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXPERTISE RENDA FIXA CRED PRIV LP;27/10/2016;2,134343;0,05%;R$ 6.078.610,86;R$ 3.841.091,68;R$ 1.509.061.546,46;11.321
